482404,CME__ES1806,2018/06/12,06:09:11,2782.250, 2782.500, 2782.750, 17, 0,45,46,17,17,153
482405,CME__ES1806,2018/06/12,06:09:12,2782.250, 2782.500, 2782.750, 1, 2781.95,45,46,1,18,154
482406,CME__ES1806,2018/06/12,06:09:12,2782.250, 2782.500, 2782.750, 12, 2781.95,45,46,12,30,155
482407,CME__ES1806,2018/06/12,06:09:12,2782.250, 2782.500, 2782.750, 1, 2781.95,45,46,1,31,156
482408,CME__ES1806,2018/06/12,06:09:18,2782.250, 2782.500, 2783.000, 35, 2781.95,45,46,35,66,157
482409,CME__ES1806,2018/06/12,06:09:18,2782.250, 2782.500, 2783.250, 1, 2782,45,46,1,67,158
482410,CME__ES1806,2018/06/12,06:09:25,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,68,159
482411,CME__ES1806,2018/06/12,06:09:26,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,69,160
482412,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.000, 1, 2782.05,45,46,1,70,161
482413,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782,45,46,1,71,162
482414,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,72,163
482415,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,73,164
482416,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,74,165
482417,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,75,166
482418,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,76,167
482419,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,77,168
482420,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,78,169
482421,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,79,170
482422,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,80,171
482423,CME__ES1806,2018/06/12,06:09:27,2782.250, 2782.500, 2783.250, 2, 2782.05,45,46,2,82,172
482424,CME__ES1806,2018/06/12,06:09:30,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,83,173
482425,CME__ES1806,2018/06/12,06:09:37,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,84,174
482426,CME__ES1806,2018/06/12,06:09:38,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,85,175
482427,CME__ES1806,2018/06/12,06:09:38,2782.250, 2782.500, 2783.250, 3, 2782.05,45,46,3,88,176
482428,CME__ES1806,2018/06/12,06:09:50,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,89,177
482429,CME__ES1806,2018/06/12,06:10:06,2782.250, 2782.500, 2783.500, 9, 2782.05,45,46,9,98,178
482430,CME__ES1806,2018/06/12,06:10:06,2782.250, 2782.500, 2783.250, 1, 2782.1,45,46,1,99,179
482431,CME__ES1806,2018/06/12,06:10:17,2782.250, 2782.500, 2783.500, 1, 2782.05,45,46,1,100,180
482432,CME__ES1806,2018/06/12,06:10:22,2782.250, 2782.500, 2783.500, 1, 2782.1,45,46,1,101,181
482433,CME__ES1806,2018/06/12,06:10:28,2782.250, 2782.500, 2783.500, 1, 2782.1,45,46,1,102,182
482434,CME__ES1806,2018/06/12,06:10:30,2782.250, 2782.500, 2783.250, 1, 2782.1,45,46,1,103,183
482435,CME__ES1806,2018/06/12,06:10:30,2782.250, 2782.500, 2783.250, 5, 2782.05,45,46,5,108,184
482436,CME__ES1806,2018/06/12,06:10:32,2782.250, 2782.500, 2783.250, 1, 2782.05,45,46,1,109,185
482437,CME__ES1806,2018/06/12,06:10:47,2782.250, 2782.500, 2783.250, 5, 2782.05,45,46,5,114,186
482438,CME__ES1806,2018/06/12,06:11:05,2782.250, 2782.500, 2783.250, 3, 2782.05,45,46,3,117,187
482439,CME__ES1806,2018/06/12,06:11:31,2782.250, 2782.500, 2783.500, 22, 2782.05,45,46,22,139,188
482440,CME__ES1806,2018/06/12,06:11:33,2782.250, 2782.500, 2783.500, 1, 2782.1,45,46,1,140,189
482441,CME__ES1806,2018/06/12,06:11:39,2782.250, 2782.500, 2783.500, 1, 2782.1,45,46,1,141,190
482442,CME__ES1806,2018/06/12,06:11:45,2782.250, 2782.500, 2783.750, 3, 2782.1,45,46,3,144,191
482443,CME__ES1806,2018/06/12,06:11:45,2782.250, 2782.500, 2783.750, 1, 2782.15,45,46,1,145,192
482444,CME__ES1806,2018/06/12,06:11:48,2782.250, 2782.500, 2783.750, 2, 2782.15,45,46,2,147,193
482445,CME__ES1806,2018/06/12,06:11:48,2782.250, 2782.500, 2783.750, 1, 2782.15,45,46,1,148,194
482446,CME__ES1806,2018/06/12,06:11:57,2782.250, 2782.500, 2783.750, 2, 2782.15,45,46,2,150,195
482447,CME__ES1806,2018/06/12,06:12:04,2782.250, 2782.500, 2783.750, 4, 2782.15,45,46,4,154,196
482448,CME__ES1806,2018/06/12,06:12:06,2782.250, 2782.500, 2784.000, 1, 2782.15,45,46,1,155,197
482449,CME__ES1806,2018/06/12,06:12:06,2782.250, 2782.500, 2784.000, 1, 2782.2,45,46,1,156,198
482450,CME__ES1806,2018/06/12,06:12:11,2782.250, 2782.500, 2783.750, 1, 2782.2,45,46,1,157,199
482451,CME__ES1806,2018/06/12,06:12:22,2782.250, 2782.500, 2783.750, 46, 2782.15,45,46,46,203,200
